<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Sachem Capital Corp,SACH,20260109,1.04,1.05,1.03,1.05,73200
,SACHpA,20260109,17.95,18.1,17.68,17.8,2800
Schwab Strategic Ariel ESG ETF,SAEF,20260109,28.8,28.9646,28.8,28.9646,500
Strategas Global Policy Opportunities ETF,SAGP,20260109,35.81,35.81,35.5532,35.6413,6900
Strategas Macro Momentum ETF,SAMM,20260109,31.15,31.23,31.15,31.17,1300
Strategas Macro Thematic Opportunities ETF,SAMT,20260109,40.56,40.9999,40.56,40.64,53400
SAP Se Adrhedged ETF,SAPH,20260109,45.64,45.64,45.4986,45.4986,100
Invesco Alerian Galaxy Crypto Economy ETF,SATO,20260109,19.92,19.94,19.71,19.7175,1900
FT Vest U.S. Small Cap Moderate Buffer ETF - Aug,SAUG,20260109,26.02,26.0978,26.02,26.0948,3700
Sawgrass US Large Cap Quality Growth ETF,SAWG,20260109,22.4195,22.4195,22.4195,22.4195,100
Sawgrass US Small Cap Quality Growth ETF,SAWS,20260109,21.9184,21.9184,21.9184,21.9184,100
Simplify Exchange Traded Funds Simplify Barrier,SBAR,20260109,26.2331,26.42,26.1814,26.37,62700
Short Smallcap600 -1X ETF,SBB,20260109,13.02,13.105,12.951,12.99,4100
Splash Beverage Group Inc,SBEV,20260109,0.7951,0.7951,0.7301,0.75,34300
Simplify Government Money Market ETF,SBIL,20260109,100.18,100.21,100.18,100.21,58900
Alps Medical Breakthroughs ETF,SBIO,20260109,51.05,51.96,51.05,51.37,26200
Proshares Ultrashort Bitcoin ETF,SBIT,20260109,40.72,41.4699,39.4087,41,1776800
Columbia Short-Duration Bond ETF,SBND,20260109,18.97,18.97,18.93,18.95,58700
T-Rex 2X Long Sbet Daily Target ETF,SBTU,20260109,10.25,10.26,9.1901,9.59,18200
Infracap Small Cap Income ETF,SCAP,20260109,37.9,38.17,37.8714,37.8714,3800
Ultrashort Consumer Services -2X ETF,SCC,20260109,13.58,13.58,13.215,13.215,3600
Sachem Capital Corp 6.00%,SCCD,20260109,24.25,24.25,24.2,24.2001,1500
Sachem Capital Corp 6.00% Notes Due 2027,SCCE,20260109,23.3,23.4,23.3,23.4,3000
Sachem Capital Corp. 7.125% Notes Due 2027,SCCF,20260109,23.38,23.38,23.37,23.37,500
Sachem Capital Corp. 8.00% Notes Due 2027,SCCG,20260109,23.83,23.83,23.486,23.5621,11500
Schwab Core Bond ETF,SCCR,20260109,25.91,25.93,25.87,25.92,191500
Etracs 2X US Dividend Factor TR ETN,SCDL,20260109,42.6853,42.6853,42.6853,42.6853,100
Bahl & Gaynor Small Cap Dividend ETF,SCDV,20260109,24.96,25.21,24.96,25.1314,5100
Sterling Capital Enhanced Core Bond ETF,SCEC,20260109,25.32,25.43,25.32,25.4155,67000
Sterling Capital Hedged Equity Premium Income ET,SCEP.OB,20260109,25.16,25.169,25.1298,25.1298,269600
Schwab U.S. Smallcap ETF,SCHA,20260109,29.99,30.195,29.81,30.11,3459600
Schwab U.S. Broad Market ETF,SCHB,20260109,26.68,26.83,26.6,26.79,6471300
Schwab Intl Smallcap Equity ETF,SCHC,20260109,46.88,47.1,46.8,47.09,512900
Schwab US Dividend Equity ETF,SCHD,20260109,28.5,28.64,28.46,28.55,17651900
Schwab Emrg Mkts Equity ETF,SCHE,20260109,33.78,33.7999,33.59,33.78,1584100
Schwab Intl Equity ETF,SCHF,20260109,24.74,24.8799,24.7348,24.86,8839700
Schwab U.S. Largecap Growth ETF,SCHG,20260109,32.71,32.93,32.6,32.86,9509000
Schwab U.S. REIT ETF,SCHH,20260109,21.04,21.2199,21.04,21.13,8873400
Schwab 5-10 Year Corp Bond ETF,SCHI,20260109,22.99,23.0299,22.96,23.01,1917400
Schwab 1-5 Year Corp Bond ETF,SCHJ,20260109,24.9,24.9199,24.89,24.89,631800
Schwab 1000 Index ETF,SCHK,20260109,33.3,33.5059,33.22,33.44,1135100
Schwab U.S. Mid Cap ETF,SCHM,20260109,31.52,31.73,31.44,31.67,1227000
Schwab Short-Term U.S. Treasury ETF,SCHO,20260109,24.38,24.38,24.36,24.36,4669600
Schwab U.S. TIPS ETF,SCHP,20260109,26.53,26.58,26.52,26.55,5798600
Schwab Long-Term U.S. Treasury ETF,SCHQ,20260109,31.72,31.9417,31.6685,31.93,306300
Schwab Int-Term U.S. Treasury ETF,SCHR,20260109,25.07,25.1099,25.06,25.08,2846900
Schwab U.S. Largecap Value ETF,SCHV,20260109,30.46,30.66,30.46,30.62,2656100
Schwab U.S. Largecap ETF,SCHX,20260109,27.28,27.46,27.225,27.42,15890100
Schwab International Dividend Equity ETF,SCHY,20260109,29.93,30.03,29.9001,30.03,492400
Schwab US Aggregate Bond ETF,SCHZ,20260109,23.4,23.46,23.39,23.44,2100600
FT Structured Credit Income Opp ETF,SCIO,20260109,20.86,20.92,20.8001,20.92,293100
Japan Smallcap Ishares MSCI ETF,SCJ,20260109,95,95.86,95,95.46,40600
Swan Enhanced Dividend Income ETF,SCLZ,20260109,54.9,54.9921,54.825,54.9921,1100
Schwab Strategic Municipal Bond ETF,SCMB,20260109,25.89,25.91,25.87,25.91,798400
Sterling Capital Multi-Strategy Income ETF,SCMC,20260109,25.13,25.13,25.09,25.11,195300
Sterling Capital National Municipal Bond ETF,SCNM,20260109,25.09,25.1,25.063,25.1,178700
Ultrashort Bloomberg Crude Oil -2X ETF,SCO,20260109,18.66,18.74,18.185,18.72,1922900
Pacer S&P Smallcap 600 Fcf Aristocrats ETF,SCOW,20260109,20.3852,20.3852,20.3852,20.3852,400
Schwab Ultra-Short Income ETF,SCUS,20260109,25.21,25.21,25.2,25.21,179900
Schwab High Yield Bond ETF,SCYB,20260109,26.56,26.58,26.55,26.57,984200
Uscf Summerhaven Dynamic Commodity Strategy No K,SDCI,20260109,22.61,22.6599,22.34,22.35,226200
Virtus Newfleet Short Duration Core Plus Bonus E,SDCP,20260109,25.78,25.78,25.78,25.78,900
Ultrashort Smallcap600 -2X ETF,SDD,20260109,11.36,11.36,11.32,11.32,1400
GX MSCI Superdividend EM ETF,SDEM,20260109,30.73,30.8193,30.73,30.8059,7300
Ab Short Duration Income ETF,SDFI,20260109,35.825,35.85,35.82,35.8267,3100
GX Superdividend ETF,SDIV,20260109,24.62,24.7899,24.59,24.77,553200
Alps Sector Dividend Dogs ETF,SDOG,20260109,62.39,62.67,62.2554,62.55,26500
Ultrapro Short Dow 30 -3X ETF,SDOW,20260109,29.68,29.8499,29.17,29.28,5131100
Ultrashort Utilities -2X ETF,SDP,20260109,12.45,12.5735,12.45,12.57,2500
Ultrashort S&P500 -2X ETF,SDS,20260109,66.93,67.21,66.03,66.27,2744500
FT Vest Smid Rising Dividend Achievers Target IN,SDVD,20260109,22.35,22.41,22.195,22.35,166200
S&P Dividend SPDR,SDY,20260109,143.12,143.9,143.1,143.57,404500
U.S. Global Sea To Sky Cargo ETF,SEA,20260109,14.83,14.85,14.7587,14.82,10600
Seaboard Corp,SEB,20260109,4430,4544.08,4366.82,4406.64,16600
Nyli Mackay Securitized Income ETF,SECR,20260109,25.8786,25.88,25.84,25.857,3000
Northern IV Main Sector Rotation ETF,SECT,20260109,65.63,65.96,65.55,65.82,127100
Short Financials -1X ETF,SEF,20260109,30.1,30.1962,30.1,30.1962,1100
Sei Enhanced U.S. Large Cap Momentum Factor ETF,SEIM,20260109,47.21,47.42,47.17,47.29,45500
Sei Enhanced U.S. Large Cap Quality ETF,SEIQ,20260109,39.1,39.26,39.07,39.18,31200
Sei Exchange Traded Fds Sei Enhanced U.S. Large,SEIV,20260109,42.27,42.32,42.03,42.16,83600
Virtus Seix Senior Loan ETF,SEIX,20260109,23.42,23.44,23.41,23.42,108000
Sei Enhanced Low Volatility U.S. Large Cap ETF,SELV,20260109,32.61,32.62,32.5009,32.52,10200
Suncoast Select Growth ETF,SEMG,20260109,27.5,27.5592,27.4635,27.5202,4700
Columbia Seligman Semiconductor and Tech ETF,SEMI,20260109,31.41,31.64,31.33,31.58,24800
Scm Trust Shelton Equity Premium Income ETF,SEPI,20260109,26.52,26.65,26.52,26.61,23800
FT Vest U.S. Max Buffer ETF - Sep,SEPM,20260109,31.95,31.96,31.95,31.96,2000
PGIM S&P 500 Buffer 12 ETF - September,SEPP,20260109,30.78,30.87,30.78,30.8583,1600
Aim U.S. Large Cap Buffer10 Sep ETF,SEPT,20260109,35.45,35.53,35.45,35.53,3500
Allianzim U.S. Equity Buffer15 Uncapped Sep ETF,SEPU,20260109,30.29,30.29,29.26,29.31,5000
Aim U.S. Large Cap Buffer20 Sep ETF,SEPW,20260109,32.07,32.16,32.05,32.1039,35500
Trueshares Structured Outcome [September] ETF,SEPZ,20260109,42.75,42.7849,42.75,42.7789,3500
Serina Therapeutics Inc,SER,20260109,2.61,2.65,2.3976,2.54,68000
Proshares Short Ether Strategy ETF,SETH,20260109,40.16,40.62,39.55,40.47,29700
FT Vest U.S. Small Cap Moderate Buffer ETF - Feb,SFEB,20260109,24.09,24.1599,24.03,24.1098,87300
Ccm Global Equity ETF,SFGV,20260109,32.71,32.72,32.52,32.71,15300
Innovator Equity Managed Floor ETF,SFLR,20260109,37.3,37.39,37.1603,37.31,257000
Horizon International Managed Risk ETF,SFTX,20260109,26.6,26.71,26.59,26.71,30000
Horizon Managed Risk ETF,SFTY,20260109,28.51,28.66,28.46,28.61,24100
Sofi Select 500 ETF,SFY,20260109,133.75,134.51,133.73,134.31,16700
Sofi 50 ETF,SFYF,20260109,56.24,56.73,56.24,56.6356,3200
Sofi Next 500 ETF,SFYX,20260109,17.04,17.12,17.04,17.0906,8100
Alps Sprott Junior Gold,SGDJ,20260109,88,89.8299,88,88.89,32200
Sprott Gold Miners ETF,SGDM,20260109,74.33,75.47,74,74.9786,44600
The Rbb Fund Inc Sgi U.S. Large Cap Core ETF,SGLC,20260109,39.36,39.56,39.36,39.5,16700
Signing Day Sports Inc,SGN,20260109,0.49,0.5289,0.468,0.4922,5608300
Physical Gold ETF,SGOL,20260109,42.82,43.0394,42.69,42.96,4425500
Ishares 0-3 Month Treasury Bond ETF,SGOV,20260109,100.48,100.48,100.47,100.47,15053500
Smart Earnings Growth 30 ETF,SGRT,20260109,25.66,26.1,25.66,25.99,8700
Schwab Government Money Market ETF,SGVT,20260109,100.59,100.59,100.58,100.59,167200
Short S&P500 -1X ETF,SH,20260109,35.64,35.715,35.4,35.46,5197100
Wisdomtree Yield Enhd U.S. Short-Term Agg Bond,SHAG,20260109,48.05,48.05,48.03,48.03,1900
Soundwatch Hedged Equity ETF,SHDG,20260109,32.63,32.715,32.63,32.715,200
SSGA Gender Diversity ETF SPDR,SHE,20260109,134.49,135.3756,134.49,135.3756,1700
Shell Plc Adrhedged,SHEH,20260109,51.95,51.99,51.85,51.9635,6600
GX Defense Tech ETF,SHLD,20260109,73.59,75.41,73.59,75.14,3003600
Short-Term Muni Bond ETF SPDR,SHM,20260109,48.16,48.1759,48.13,48.14,349900
Microsectors Gold 3X Leveraged ETN,SHNY,20260109,147.56,149.26,145.82,148.47,136800
Pacer Industrials and Logistics ETF,SHPP,20260109,30.01,30.234,30.01,30.234,200
Gotham Short Strategies ETF,SHRT,20260109,7.42,7.4401,7.42,7.4401,1600
Stratified Largecap Hedged ETF,SHUS,20260109,47.17,47.1701,47.07,47.1533,15800
Vaneck Short High Yield Muni ETF,SHYD,20260109,23.02,23.02,22.93,23.01,96700
0-5 Year High Yield Corp Bond Ishares ETF,SHYG,20260109,43.02,43.0698,43.01,43.05,879600
Xt Short-Duration High Yield Bond ETF,SHYL,20260109,45.17,45.17,45.1146,45.15,27900
Blackrock High Yield Muni Income Bond ETF,SHYM,20260109,22.31,22.33,22.3,22.32,93800
Sifco Industries,SIF,20260109,5.65,6.05,5.65,5.7,15200
Harbor Scientific Alpha Income ETF,SIFI,20260109,43.99,43.99,43.98,43.98,200
Harbor Scientific Alpha High-Yield ETF,SIHY,20260109,46.11,46.11,45.9,45.9,36300
Ultrashort Industrials -2X ETF,SIJ,20260109,10.51,10.51,10.36,10.37,7600
GX Silver Miners ETF,SIL,20260109,88.22,90.28,87.34,89.77,2852900
Amplify Junior Silver Miners ETF,SILJ,20260109,29.97,30.76,29.71,30.56,7112200
SPDR Kensho Intelligent Structures ETF,SIMS,20260109,44.1199,44.2086,44.066,44.2086,1900
Touchstone Strategic Income Opportunities ETF,SIO,20260109,25.94,26.02,25.94,25.9962,4900
Vistashares Target 15 S&P 100 Distribution ETF,SIOO,20260109,19.98,20.03,19.935,20.0247,8900
Physical Silver ETF,SIVR,20260109,74.93,76.63,74.41,75.99,4095900
6 Meridian Mega Cap Equity ETF,SIXA,20260109,50.65,50.69,50.61,50.61,6300
Allianzim U.S. Large Cap 6 Month Buffer10 Jun/De,SIXD,20260109,29.18,29.1895,29.135,29.1895,5900
Aim U.S. Large Cap 6 Month Buffer10 Feb/Aug ETF,SIXF,20260109,32.0966,32.22,32.0966,32.16,2300
6 Meridian Hedged Eqty Idx Option Strategy ETF,SIXH,20260109,39.6,39.6735,39.59,39.6438,2800
Aim U.S. Large Cap 6 Month Buffer10 Jan/Jul ETF,SIXJ,20260109,34.51,34.57,34.45,34.56,114800
6 Meridian Low Beta Equity Strategy ETF,SIXL,20260109,37.25,37.25,37.14,37.2,1600
Allianzim U.S. Large Cap 6M Buffer10 Apr/Oct,SIXO,20260109,34.91,35.09,34.91,35.09,29900
Aim U.S. Large Cap 6 Month Buffer10 Mar/Sep ETF,SIXP,20260109,31.7601,31.84,31.7601,31.84,1400
6 Meridian Small Cap Equity ETF,SIXS,20260109,51.92,51.9796,51.92,51.9796,2000
Allianzim U.S. Large Cap 6 Month Buffer10 May/No,SIXZ,20260109,29.75,29.94,29.75,29.94,2200
USA Size Factor Ishares Edge MSCI ETF,SIZE,20260109,167.09,167.17,166.72,167.17,5900
Short High Yield -1X ETF,SJB,20260109,15.22,15.235,15.2146,15.22,85900
BBG Short Term High Yield Bond SPDR ETF,SJNK,20260109,25.42,25.44,25.41,25.43,5905300
Ultrashort Financials -2X ETF,SKF,20260109,24.311,24.539,24.311,24.5248,8200
GX Short-Term Treasury Ladder ETF,SLDR,20260109,50.305,50.305,50.305,50.305,100
Standard Lithium Ltd,SLI,20260109,5.2,5.22,4.89,4.97,2468800
Amplify Silj Covered Call ETF,SLJY,20260109,34.75,35.63,34.75,35.51,21000
Southland Holdings Inc WT [Slnd.W],SLN.W,20260109,0.08,0.08,0.08,0.08,300
Southland Holdings Inc,SLND,20260109,3.3,3.36,3.28,3.31,32300
,SLND.WS,20260109,0.08,0.08,0.08,0.08,146
Proshares Ultra Solana ETF,SLON,20260109,17.17,17.85,16.47,16.6,208500
Solaris Res Inc,SLSR,20260109,8,8.035,7.9,7.94,65400
Yieldmax Ultra Short Option Income Strategy ETF,SLTY,20260109,31,31.22,30.81,30.9,31100
Silver Trust Ishares,SLV,20260109,71.31,72.99,70.8713,72.38,90650100
Ishares Global Silver and Metals Miners ETF,SLVP,20260109,36.67,37.6,36.2675,37.38,1064600
Vaneck Steel ETF,SLX,20260109,87.26,87.95,87.26,87.715,97300
S&P Smallcap Growth ETF SPDR,SLYG,20260109,98.07,98.676,97.47,98.5,112400
S&P Smallcap Value ETF SPDR,SLYV,20260109,95.87,96.47,95.0001,96.35,1174700
Amplify Small-Mid Cap Equity ETF,SMAP,20260109,25.7798,25.7798,25.7798,25.7798,100
Ishares Large Cap Max Buffer Sep ETF,SMAX,20260109,27.03,27.0782,27.02,27.075,9800
FT Vest U.S. Small Cap Moderate Buffer ETF - May,SMAY,20260109,26.39,26.39,26.315,26.335,160400
Vaneck Short Muni ETF,SMB,20260109,17.4,17.4195,17.395,17.405,106500
Schwab Mortgage-Backed Securities ETF,SMBS,20260109,25.76,25.885,25.76,25.84,371000
Yieldmax Smci Option Income Strategy ETF,SMCY,20260109,8.18,8.375,8.11,8.21,1017700
Ultrapro Short Midcap 400 -3X ETF,SMDD,20260109,10.8,11.07,10.79,10.84,7000
Russell 2000 Dividend Growers ETF,SMDV,20260109,68.615,68.88,68.3412,68.54,61000
Intech S&P Small-Mid Cap Diversified Alpha ETF,SMDX,20260109,23.722,23.722,23.722,23.722,100
Etracs 2X Small Cap HI Div ETN,SMHB,20260109,4.22,4.25,4.175,4.24,34600
Aam Bahl Small/Mid Cap Income Growth ETF,SMIG,20260109,29.52,29.68,29.4901,29.6191,794900
India Smallcap Ishares MSCI ETF,SMIN,20260109,68.37,68.45,67.9,68.31,127700
Zacks Small/Mid Cap ETF,SMIZ,20260109,38.7,38.73,38.39,38.63,17500
Smj International Holdings Inc Cl A,SMJF,20260109,5.2,5.28,5.15,5.27,442100
USA Multifactor Smallcap Ishares Edge MSCI ETF,SMLF,20260109,78.37,78.7999,77.94,78.58,245800
Harbor Active Small Cap ETF,SMLL,20260109,20.74,20.945,20.74,20.945,500
SSGA US Smallcap Low Vol Index SPDR,SMLV,20260109,135.71,135.815,134.475,135.4056,4700
Russell 2500 Ishares ETF,SMMD,20260109,78.65,79.2699,78.4599,79.06,327500
Short-Term Muni Bond Strgy Pimco ETF,SMMU,20260109,50.62,50.63,50.595,50.6149,74900
USA Min Vol Smallcap Ishares Edge MSCI ETF,SMMV,20260109,44.2524,44.3088,44.16,44.16,9200
Ultrashort Basic Materials -2X ETF,SMN,20260109,11.57,11.58,11.5603,11.5603,3500
Vaneck Low Carbon Energy ETF,SMOG,20260109,131.96,132.49,131.96,132.412,1200
Vaneck Morningstar Smid Moat ETF,SMOT,20260109,37.6,37.685,37.5,37.59,36900
Horizon Small/Mid Cap Core Equity ETF,SMOX,20260109,26.07,26.23,26.07,26.1962,4300
Tradr 1X Short Innovation 100 Monthly ETF,SMQ,20260109,49.24,49.3408,49.24,49.3408,100
Alps ETF Trust Alps,SMTH,20260109,26.08,26.1275,26.08,26.12,299700
Tradr 2X Long Smr Daily ETF,SMU,20260109,22.53,24.0234,20.26,20.59,4054500
T-Rex 2X Long Smr Daily Target ETF,SMUP,20260109,2.04,2.16,1.825,1.865,5782900
Mohr Sector Navigator ETF,SNAV,20260109,35.5001,35.5434,35.5001,35.5434,300
T-Rex 2X Long Snow Daily Target ETF,SNOU,20260109,43.77,44.06,41.19,41.26,73000
FT Vest U.S. Small Cap Moderate Buffer ETF - Nov,SNOV,20260109,25.19,25.35,25.19,25.31,10500
Yieldmax Snow Option Income Strategy ETF,SNOY,20260109,12.14,12.18,11.8698,11.882,67700
Dbx S&P ESG Dividend Aristocrats ETF,SNPD,20260109,27.7161,27.7161,27.7161,27.7161,100
Xt S&P 500 ESG ETF,SNPE,20260109,63.22,63.57,63.12,63.46,313700
Dbx S&P 500 Growth ESG ETF,SNPG,20260109,53.719,53.719,53.6171,53.6171,300
Tradr 2X Long Snps Daily ETF,SNPX,20260109,41.25,42.55,41.2,42.091,4100
Mrp Synthequity ETF,SNTH,20260109,27.8801,28.23,27.8801,28.185,33400
Volato Group Inc,SOAR,20260109,0.6812,0.6889,0.6421,0.6538,652000
Franklin Solana ETF,SOEZ,20260109,24.045,24.045,23.14,23.1615,5900
Amplify Samsung SOFR ETF,SOFR,20260109,100.26,100.27,100.26,100.265,36800
Amplify Solana 3% Monthly Option Income ETF,SOLM.OB,20260109,19.69,20.01,19.52,19.53,3500
Smartetfs Sustainable Energy II ETF,SOLR,20260109,31.77,31.9907,31.75,31.9907,700
T-Rex 2X Long Sol Daily Target ETF,SOLX.OB,20260109,28.7,30.1022,28.15,28.3137,9400
,SOVF,20260109,30.24,30.24,30.2202,30.2202,5100
Semiconductor Bull 3X ETF Direxion,SOXL,20260109,51.085,54.76,50.31,53.95,87214300
Semiconductor Bear -3X ETF Direxion,SOXS,20260109,2.5,2.55,2.31,2.36,398989900
Yieldmax Target 12 Semiconductor Option Income E,SOXY,20260109,63.4,64.31,63.2,64.31,5500
Teucrium Soybean,SOYB,20260109,22.22,22.229,22.12,22.13,37100
SPDR Aggregate Bond Portfolio ETF,SPAB,20260109,25.79,25.8599,25.77,25.83,4503000
Issuer Scd Corp Bond SPDR,SPBO,20260109,29.37,29.4393,29.34,29.43,498200
Allianzim Buffer15 Uncapped Allocation ETF,SPBU,20260109,28.41,28.62,28.41,28.5737,67400
Allianzim Buffer20 Allocation ETF,SPBW,20260109,27.545,27.595,27.54,27.5849,2600
Allianzim 6 Month Buffer10 Allocation ETF,SPBX,20260109,27.58,27.7053,27.58,27.7053,1200
Rivernorth Enhanced Pre-Merger Spac ETF,SPCZ,20260109,25.5551,25.5551,25.5551,25.5551,100
Simplify US Equity Plus Downside,SPD,20260109,39.66,39.955,39.66,39.95,5500
SPDR Portfolio S&P Sector Neutral Dividend ETF,SPDG,20260109,42.11,42.129,42.09,42.0966,1500
S&P 500 Bear -1X ETF Direxion,SPDN,20260109,9.33,9.36,9.27,9.28,41270900
Aam S&P 500 High Dividend Value ETF,SPDV,20260109,36.01,36.05,35.921,36.0378,9800
SPDR World Ex-US Portfolio ETF,SPDW,20260109,45.68,45.92,45.6599,45.89,2950800
SPDR Emerging Markets Portfolio ETF,SPEM,20260109,48.09,48.25,47.9424,48.21,7054100
Stoxx Europe 50 SPDR,SPEU,20260109,53.23,53.42,53.09,53.3985,108200
GX Superincome Preferred ETF,SPFF,20260109,9.5607,9.6004,9.55,9.6004,20700
SPDR Portfolio MSCI Global Stock Market ETF,SPGM,20260109,78.3,78.68,78.2978,78.63,69200
Invesco S&P 500 Garp ETF,SPGP,20260109,117.57,117.9,116.89,117.47,59900
S&P 500 High Beta Invesco ETF,SPHB,20260109,122.14,123.24,121.34,123.01,287600
S&P 500 High Dividend Low Vol Invesco ETF,SPHD,20260109,48.6,48.82,48.53,48.57,756300
S&P 500 Quality Invesco ETF,SPHQ,20260109,76.66,77.465,76.66,77.35,1749400
SPDR Portfolio High Yield Bond ETF,SPHY,20260109,23.77,23.8,23.77,23.79,5168200
SPDR Intermediate Term Corporate Bond Portfolio,SPIB,20260109,33.84,33.8699,33.81,33.85,4984100
SSGA US Equity Premium Income ETF,SPIN,20260109,32.88,32.989,32.705,32.918,8100
TIPS Barclays ETF SPDR,SPIP,20260109,25.98,26.04,25.9711,26.015,389700
SPDR Long Term Corporate Bond Portfolio ETF,SPLB,20260109,22.64,22.77,22.595,22.76,11610500
S&P 500 Low Vol Invesco ETF,SPLV,20260109,71.86,72.16,71.815,71.84,3595000
Mortgage Backed Bond ETF SPDR,SPMB,20260109,22.55,22.59,22.49,22.54,1059200
SPDR Mid Cap Portfolio ETF,SPMD,20260109,60.37,60.72,60.14,60.64,2078600
S&P 500 Momentum Invesco ETF,SPMO,20260109,119.38,120.26,119.1701,120.03,2042100
S&P 500 Minimum Variance Invesco ETF,SPMV,20260109,51.06,51.1462,51.06,51.1462,700
Sprott Physical Platinum and Palladium,SPPP,20260109,18.99,19.27,18.65,18.77,1092900
SPDR S&P Global REIT Sharia ETF,SPRE,20260109,19.73,19.88,19.73,19.8,66200
SPDR Short-Term Corporate Bond Portfolio ETF,SPSB,20260109,30.23,30.23,30.21,30.22,1732000
Tidal SP Funds Dow Jones Global Sukuk ETF,SPSK,20260109,18.26,18.28,18.23,18.28,234400
SPDR Small Cap Portfolio ETF,SPSM,20260109,49.04,49.33,48.6803,49.26,3165400
SPDR Portfolio Treasury ETF,SPTB,20260109,30.45,30.49,30.42,30.49,30800
SP Funds S&P Global Technology ETF,SPTE,20260109,35.91,36.3697,35.78,36.33,30800
Interm Term Treasury ETF SPDR,SPTI,20260109,28.84,28.87,28.82,28.84,1956400
SPDR Long Term Treasury Portfolio ETF,SPTL,20260109,26.48,26.6794,26.4414,26.64,15602000
SPDR Total Stock Market Portfolio ETF,SPTM,20260109,83.72,84.2832,83.555,84.18,1137600
SPDR Short-Term Treasury Portfolio ETF,SPTS,20260109,29.29,29.29,29.26,29.27,1451800
SPDR Portfolio Ultra Short T-Bill ETF,SPTU,20260109,25.035,25.035,25.035,25.035,200
Simplify US Equity Plus Upside ETF,SPUC,20260109,47.51,47.87,47.51,47.8328,4400
SPDR S&P 500 Sharia Industry Exclusions ETF,SPUS,20260109,51.27,51.68,51.1255,51.57,287000
Innovator Equity Premium Income Daily Putwrite E,SPUT,20260109,27.79,27.79,27.44,27.5105,17300
S&P 500 Bull 2X ETF Direxion,SPUU,20260109,188.43,191.1376,188.342,190.7613,13000
Invesco S&P 500 Value With Momentum ETF,SPVM,20260109,69.68,69.68,69.3221,69.3221,7200
S&P 500 Enhanced Value Invesco ETF,SPVU,20260109,58.74,58.74,58.615,58.6335,10000
SP Funds S&P World [Ex-Us] ETF,SPWO,20260109,28.49,28.52,28.265,28.52,49500
S&P 500 Ex-Energy ETF,SPXE,20260109,74.9196,75.1176,74.9196,75.1176,800
S&P 500 Bull 3X ETF Direxion,SPXL,20260109,228.48,233.08,227.09,231.82,2272500
S&P 500 Ex-Financials ETF,SPXN,20260109,74.98,75.28,74.98,75.2345,800
S&P 500 Bear -3X ETF Direxion,SPXS,20260109,34.27,34.48,33.5745,33.75,6260800
S&P 500 Ex-Technology ETF,SPXT,20260109,106.34,106.63,106.0696,106.39,26400
Ultrapro Short S&P500 -3X ETF,SPXU,20260109,48.03,48.32,47.05,47.31,4572500
S&P 500 Ex-Health Care ETF,SPXV,20260109,75.83,75.83,75.8299,75.8299,2200
S&P 500 SPDR,SPY,20260109,690.63,695.31,689.18,694.07,80125400
Twin Oak Endure ETF,SPYA,20260109,28.445,28.4625,28.445,28.4625,1200
Simplify US Equity Plus Convexity,SPYC,20260109,43.09,43.61,43.09,43.5435,1700
SPDR S&P 500 High Dividend Portfolio ETF,SPYD,20260109,44.45,44.64,44.255,44.34,1642500
SPDR S&P 500 Growth Portfolio ETF,SPYG,20260109,107.32,108.165,107.05,107.92,3291100
Neos S&P 500 Hedged Equity Income ETF,SPYH,20260109,55.59,55.7832,55.53,55.7766,5900
Neos S&P 500 High Income ETF,SPYI,20260109,53.02,53.25,52.94,53.19,2859900
SPDR Portfolio S&P 500 ETF,SPYM,20260109,81.25,81.8,81.09,81.66,7640700
DeFiance S&P 500 Target Income ETF,SPYT,20260109,17.64,17.765,17.63,17.74,204700
Max S&P 500 4X Leveraged ETN,SPYU,20260109,57.28,58.82,56.86,58.42,546800
SPDR S&P 500 Value Portfolio ETF,SPYV,20260109,57.96,58.2999,57.8799,58.22,2168500
S&P 500 Ex-Fossil Fuel ETF SPDR,SPYX,20260109,56.87,57.2393,56.7634,57.15,52200
FT Vest U.S. Quarterly Max Buffer ETF,SQMX,20260109,33.51,33.565,33.51,33.5452,9100
Elevation Series Srh U.S. Quality ETF,SRHQ,20260109,40.9418,40.9418,40.9418,40.9418,100
Srh REIT Covered Call ETF,SRHR,20260109,54.1474,54.1474,54.1474,54.1474,100
Blackstone Gso Senior Loan SPDR,SRLN,20260109,41.4,41.42,41.36,41.42,3464700
Calamos Antetokounmpo Global Sustainable ETF,SROI,20260109,34.277,34.3956,34.21,34.3956,200
Tradr 2X Long Srpt Daily ETF,SRPU,20260109,18.2,18.57,17.39,18.5,10600
Ultrashort Real Estate -2X ETF,SRS,20260109,49.23,49.23,48.44,49.038,5700
Ultrapro Short Russell 2000 -3X ETF,SRTY,20260109,36.22,36.8108,35.3798,35.94,1559100
Pacer Benchmark & Infrastructure Real Estate ETF,SRVR,20260109,29.38,29.71,29.38,29.62,52100
Srx Health Solutions Inc,SRXH,20260109,0.2134,0.22,0.1824,0.1927,31581400
Day Hagan Smart Sector Fixed Income ETF,SSFI,20260109,21.5049,21.5049,21.5049,21.5049,100
Ultrashort Semiconductors -2X ETF,SSG,20260109,29.4,29.8916,28.7,29.03,35800
Rex-Osprey Sol + Staking ETF,SSK,20260109,21.21,21.57,20.73,20.8,136900
Ultra S&P500 2X ETF,SSO,20260109,59.31,60.12,59.08,59.9,7065600
